,Block AGuD,Block E,Block F,Block GT 11,Block GT 12,Block GT1,Block GT2,DESBR____CHP____,Emsland B,Emsland C,Emsland D,Gersteinwerk F,Gersteinwerk G,Gersteinwerk I,Gersteinwerk K1,GuD Dormagen,GuD-Anlage-HKW-Merkenich,HERDECKE_H6,HKW IIIB,KMW_KW2,KMW_KW3,KW Hamm-Uentrop Block 10,KW Hamm-Uentrop Block 20,Knapsack 1,Knapsack 2,NIEHL-3,NIEHL-II-DT,NIEHL-II-GT,Weisweiler VGT - BI. G,Weisweiler VGT - BI. H,Block B,Franken I Block 1,Franken I Block 2 + GT,GKB Mittelsbueren GuD,GuD-Block,Huntorf GT,Irsching 3,Irsching 4,Irsching 5,KW Mittelsbueren Block 4,Staudinger 4,Sued GuD1 GT2,Sued GuD1 GT3,Sued GuD2 DT60,Sued GuD2 GT61,Sued GuD2 GT62,HKW West Block 4,Küstenkraftwerk,GTHKW Nossener Bruecke,HKW Klingenberg 1-3,HKW Lichterfelde Block 1,HKW Mitte GUD,HKW Nord GuD Nord,HKW Tiefstack GuD,Lichterfelde GUD
,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas
2019-04-07 05:00:00+02:00,0.0,,360.0,175.0,175.0,111.0,90.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,31.0,0.0,72.0,,,50.0,84.0,0.0,195.0,1.0,0.0,0.0
2019-04-07 06:00:00+02:00,0.0,,353.0,163.0,163.0,125.0,125.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,32.0,0.0,72.0,,,50.0,87.0,0.0,201.0,1.0,0.0,0.0
2019-04-07 07:00:00+02:00,0.0,,356.0,193.0,192.0,125.0,125.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,33.0,0.0,78.0,,,50.0,95.0,0.0,201.0,1.0,0.0,0.0
2019-04-07 08:00:00+02:00,0.0,,55.0,193.0,193.0,125.0,125.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,31.0,0.0,74.0,,,50.0,97.0,0.0,201.0,1.0,0.0,0.0
2019-04-07 09:00:00+02:00,0.0,,0.0,170.0,170.0,125.0,125.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,29.0,0.0,72.0,,,50.0,95.0,0.0,196.0,1.0,0.0,0.0
2019-04-07 10:00:00+02:00,0.0,,0.0,145.0,145.0,125.0,125.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,27.0,0.0,69.0,,,50.0,95.0,0.0,176.0,1.0,0.0,0.0
2019-04-07 11:00:00+02:00,0.0,,0.0,144.0,144.0,125.0,125.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,27.0,0.0,64.0,,,50.0,95.0,0.0,164.0,1.0,0.0,0.0
2019-04-07 12:00:00+02:00,0.0,,0.0,142.0,142.0,125.0,125.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,28.0,0.0,56.0,,,50.0,95.0,0.0,136.0,1.0,0.0,0.0
2019-04-07 13:00:00+02:00,0.0,,0.0,145.0,145.0,123.0,123.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,30.0,0.0,55.0,,,50.0,95.0,0.0,136.0,1.0,0.0,0.0
2019-04-07 14:00:00+02:00,0.0,,0.0,150.0,149.0,120.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,30.0,0.0,55.0,,,50.0,95.0,0.0,135.0,1.0,0.0,0.0
2019-04-07 15:00:00+02:00,0.0,,0.0,149.0,149.0,120.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,29.0,0.0,55.0,,,50.0,95.0,0.0,121.0,1.0,0.0,0.0
2019-04-07 16:00:00+02:00,0.0,,0.0,147.0,146.0,120.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,29.0,0.0,55.0,,,50.0,95.0,0.0,121.0,1.0,0.0,0.0
2019-04-07 17:00:00+02:00,0.0,,0.0,148.0,148.0,120.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,30.0,0.0,56.0,,,50.0,95.0,0.0,121.0,1.0,0.0,0.0
2019-04-07 18:00:00+02:00,0.0,,21.0,192.0,190.0,164.0,161.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,32.0,0.0,67.0,,,70.0,95.0,0.0,136.0,1.0,0.0,0.0
2019-04-07 19:00:00+02:00,0.0,,137.0,191.0,190.0,164.0,161.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,34.0,0.0,79.0,,,98.0,95.0,0.0,187.0,1.0,0.0,0.0
2019-04-07 20:00:00+02:00,0.0,,360.0,191.0,190.0,166.0,162.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,33.0,0.0,76.0,,,99.0,95.0,0.0,192.0,1.0,0.0,0.0
2019-04-07 21:00:00+02:00,0.0,,555.0,192.0,192.0,167.0,163.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,31.0,0.0,69.0,,,99.0,95.0,0.0,191.0,1.0,0.0,0.0
2019-04-07 22:00:00+02:00,0.0,,564.0,186.0,185.0,167.0,164.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,30.0,0.0,69.0,,,90.0,95.0,0.0,190.0,1.0,0.0,0.0
2019-04-07 23:00:00+02:00,0.0,,557.0,185.0,184.0,140.0,140.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,30.0,0.0,69.0,,,69.0,95.0,0.0,144.0,1.0,0.0,0.0
2019-04-08 00:00:00+02:00,0.0,,357.0,202.0,199.0,122.0,122.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,32.0,0.0,88.0,,,69.0,95.0,0.0,166.0,1.0,0.0,0.0
2019-04-08 01:00:00+02:00,0.0,,355.0,185.0,185.0,120.0,120.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,30.0,0.0,69.0,,,69.0,95.0,0.0,145.0,1.0,0.0,0.0
2019-04-08 02:00:00+02:00,0.0,,355.0,151.0,151.0,120.0,120.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,30.0,0.0,69.0,,,69.0,95.0,0.0,141.0,1.0,0.0,0.0
2019-04-08 03:00:00+02:00,0.0,,355.0,153.0,152.0,120.0,120.0,53.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,31.0,5.0,79.0,,,69.0,95.0,0.0,159.0,1.0,0.0,0.0
2019-04-08 04:00:00+02:00,0.0,,356.0,161.0,161.0,120.0,120.0,53.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,56.0,57.0,93.0,,,69.0,95.0,0.0,184.0,1.0,0.0,0.0
2019-04-08 05:00:00+02:00,0.0,,497.0,194.0,192.0,140.0,140.0,56.0,45.0,0.0,672.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,59.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,77.0,93.0,102.0,,,77.0,95.0,0.0,206.0,1.0,0.0,0.0
2019-04-08 06:00:00+02:00,0.0,,579.0,203.0,201.0,145.0,145.0,58.0,118.0,0.0,818.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,118.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,78.0,95.0,103.0,,,115.0,95.0,0.0,209.0,1.0,2.0,0.0
2019-04-08 07:00:00+02:00,0.0,,581.0,194.0,194.0,155.0,155.0,57.0,195.0,0.0,826.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,131.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,82.0,109.0,104.0,,,115.0,95.0,0.0,209.0,1.0,51.0,0.0
2019-04-08 08:00:00+02:00,0.0,,581.0,194.0,194.0,155.0,155.0,57.0,375.0,0.0,828.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,131.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,84.0,108.0,107.0,,,114.0,95.0,0.0,208.0,1.0,51.0,0.0
2019-04-08 09:00:00+02:00,0.0,,582.0,194.0,194.0,165.0,165.0,56.0,465.0,0.0,823.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,132.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,77.0,92.0,93.0,,,113.0,95.0,0.0,205.0,1.0,47.0,0.0
2019-04-08 10:00:00+02:00,0.0,,583.0,176.0,176.0,165.0,165.0,53.0,214.0,0.0,814.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,132.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,75.0,88.0,88.0,,,112.0,95.0,0.0,205.0,1.0,0.0,0.0
2019-04-08 11:00:00+02:00,0.0,,579.0,188.0,188.0,165.0,165.0,51.0,97.0,0.0,810.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,130.0,259.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,75.0,85.0,84.0,,,109.0,95.0,0.0,200.0,3.0,0.0,0.0
2019-04-08 12:00:00+02:00,0.0,,573.0,188.0,188.0,165.0,165.0,50.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,129.0,258.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,76.0,93.0,88.0,,,79.0,95.0,0.0,197.0,2.0,0.0,0.0
2019-04-08 13:00:00+02:00,0.0,,569.0,177.0,176.0,165.0,165.0,52.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,118.0,236.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,74.0,84.0,85.0,,,79.0,95.0,0.0,195.0,1.0,0.0,0.0
2019-04-08 14:00:00+02:00,0.0,,569.0,163.0,163.0,165.0,165.0,50.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,66.0,131.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,75.0,93.0,94.0,,,79.0,95.0,0.0,159.0,1.0,0.0,0.0
2019-04-08 15:00:00+02:00,0.0,,566.0,164.0,164.0,165.0,165.0,49.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,55.0,110.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,79.0,103.0,103.0,,,59.0,95.0,0.0,121.0,1.0,0.0,0.0
2019-04-08 16:00:00+02:00,0.0,,566.0,165.0,165.0,165.0,164.0,49.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,37.0,73.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,82.0,104.0,104.0,,,59.0,95.0,0.0,92.0,1.0,0.0,0.0
2019-04-08 17:00:00+02:00,0.0,,566.0,190.0,189.0,165.0,164.0,49.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,80.0,98.0,98.0,,,80.0,95.0,0.0,93.0,1.0,0.0,0.0
2019-04-08 18:00:00+02:00,0.0,,566.0,189.0,189.0,165.0,164.0,49.0,0.0,0.0,811.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,80.0,99.0,99.0,,,108.0,95.0,0.0,93.0,1.0,0.0,0.0
2019-04-08 19:00:00+02:00,0.0,,566.0,190.0,190.0,165.0,164.0,50.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,81.0,99.0,102.0,,,109.0,95.0,0.0,93.0,1.0,0.0,0.0
2019-04-08 20:00:00+02:00,0.0,,566.0,196.0,195.0,165.0,165.0,51.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,82.0,97.0,107.0,,,110.0,95.0,0.0,91.0,1.0,0.0,0.0
2019-04-08 21:00:00+02:00,0.0,,580.0,201.0,198.0,162.0,162.0,52.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,73.0,78.0,79.0,,,100.0,95.0,0.0,101.0,1.0,0.0,0.0
2019-04-08 22:00:00+02:00,0.0,,563.0,181.0,181.0,152.0,152.0,52.0,0.0,0.0,830.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,56.0,87.0,44.0,,,80.0,95.0,0.0,104.0,1.0,0.0,0.0
2019-04-08 23:00:00+02:00,0.0,,570.0,156.0,156.0,134.0,134.0,52.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,34.0,94.0,0.0,,,69.0,95.0,0.0,127.0,1.0,0.0,0.0
2019-04-09 00:00:00+02:00,0.0,,564.0,169.0,169.0,111.0,110.0,51.0,0.0,0.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,31.0,69.0,0.0,,,65.0,95.0,0.0,142.0,1.0,0.0,0.0
2019-04-09 01:00:00+02:00,0.0,,565.0,169.0,169.0,111.0,110.0,50.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,32.0,75.0,0.0,,,66.0,95.0,0.0,160.0,1.0,0.0,0.0
2019-04-09 02:00:00+02:00,0.0,,565.0,170.0,170.0,111.0,110.0,50.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,31.0,69.0,0.0,,,67.0,95.0,0.0,194.0,1.0,0.0,0.0
2019-04-09 03:00:00+02:00,0.0,,569.0,173.0,173.0,111.0,110.0,50.0,0.0,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,32.0,73.0,0.0,,,67.0,95.0,0.0,205.0,1.0,0.0,0.0
2019-04-09 04:00:00+02:00,0.0,,581.0,173.0,172.0,111.0,110.0,52.0,0.0,0.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,34.0,88.0,0.0,,,67.0,95.0,0.0,230.0,1.0,0.0,0.0
2019-04-09 05:00:00+02:00,0.0,,582.0,169.0,169.0,125.0,125.0,55.0,1.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,35.0,98.0,8.0,,,68.0,95.0,0.0,239.0,1.0,0.0,0.0
2019-04-09 06:00:00+02:00,0.0,,582.0,200.0,199.0,164.0,164.0,57.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,122.0,0.0,0.0,0.0,0.0,321.0,32.0,64.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,65.0,93.0,64.0,,,99.0,95.0,0.0,249.0,1.0,0.0,0.0
2019-04-09 07:00:00+02:00,0.0,,582.0,201.0,201.0,164.0,164.0,57.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,240.0,0.0,0.0,0.0,0.0,283.0,75.0,151.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,82.0,96.0,97.0,,,116.0,95.0,0.0,307.0,1.0,0.0,2.0
2019-04-09 08:00:00+02:00,0.0,,582.0,200.0,200.0,164.0,164.0,57.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,112.0,0.0,350.0,0.0,0.0,0.0,0.0,287.0,130.0,260.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,82.0,98.0,98.0,,,116.0,95.0,0.0,352.0,1.0,0.0,46.0
2019-04-09 09:00:00+02:00,0.0,,582.0,199.0,199.0,166.0,166.0,55.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,112.0,0.0,424.0,0.0,0.0,0.0,0.0,287.0,131.0,263.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,80.0,95.0,95.0,,,115.0,95.0,0.0,362.0,1.0,0.0,71.0
2019-04-09 10:00:00+02:00,0.0,,582.0,202.0,201.0,154.0,154.0,53.0,0.0,0.0,844.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,111.0,0.0,426.0,0.0,0.0,0.0,0.0,291.0,131.0,263.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,78.0,88.0,88.0,,,115.0,95.0,0.0,363.0,1.0,0.0,44.0
2019-04-09 11:00:00+02:00,0.0,,582.0,203.0,202.0,160.0,160.0,51.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,112.0,0.0,425.0,0.0,0.0,0.0,0.0,296.0,131.0,263.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,77.0,84.0,83.0,,,114.0,95.0,0.0,334.0,1.0,0.0,57.0
2019-04-09 12:00:00+02:00,0.0,,582.0,202.0,200.0,161.0,160.0,49.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,112.0,0.0,424.0,0.0,0.0,0.0,0.0,287.0,126.0,253.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,80.0,92.0,92.0,,,114.0,95.0,0.0,313.0,1.0,0.0,71.0
2019-04-09 13:00:00+02:00,0.0,,581.0,183.0,183.0,142.0,141.0,49.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,109.0,0.0,419.0,0.0,0.0,0.0,0.0,288.0,129.0,258.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,80.0,92.0,91.0,,,80.0,95.0,0.0,273.0,1.0,0.0,71.0
