,Block AGuD,Block E,Block F,Block GT 11,Block GT 12,Block GT1,Block GT2,DESBR____CHP____,Emsland B,Emsland C,Emsland D,Gersteinwerk F,Gersteinwerk G,Gersteinwerk I,Gersteinwerk K1,GuD Dormagen,GuD-Anlage-HKW-Merkenich,HERDECKE_H6,HKW IIIB,KMW_KW2,KMW_KW3,KW Hamm-Uentrop Block 10,KW Hamm-Uentrop Block 20,Knapsack 1,Knapsack 2,NIEHL-3,NIEHL-II-DT,NIEHL-II-GT,Weisweiler VGT - BI. G,Weisweiler VGT - BI. H,Block B,Franken I Block 1,Franken I Block 2 + GT,GKB Mittelsbueren GuD,GuD-Block,Huntorf GT,Irsching 3,Irsching 4,Irsching 5,KW Mittelsbueren Block 4,Staudinger 4,Sued GuD1 GT2,Sued GuD1 GT3,Sued GuD2 DT60,Sued GuD2 GT61,Sued GuD2 GT62,HKW West Block 4,Küstenkraftwerk,GTHKW Nossener Bruecke,HKW Klingenberg 1-3,HKW Lichterfelde Block 1,HKW Mitte GUD,HKW Nord GuD Nord,HKW Tiefstack GuD,Lichterfelde GUD
,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas
2019-01-01 00:00:00+01:00,88.0,0.0,0.0,143.0,143.0,115.0,115.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,57.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,28.0,79.0,0.0,,,239.0,71.0,0.0,412.0,41.0,63.0,
2019-01-01 01:00:00+01:00,86.0,0.0,0.0,142.0,142.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,27.0,68.0,0.0,,,176.0,71.0,0.0,319.0,24.0,65.0,
2019-01-01 02:00:00+01:00,22.0,0.0,0.0,144.0,144.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,63.0,0.0,,,159.0,72.0,0.0,157.0,24.0,64.0,
2019-01-01 03:00:00+01:00,0.0,0.0,0.0,144.0,144.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,66.0,0.0,,,159.0,71.0,0.0,146.0,24.0,64.0,
2019-01-01 04:00:00+01:00,0.0,0.0,0.0,144.0,144.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,73.0,0.0,,,159.0,72.0,0.0,145.0,24.0,64.0,
2019-01-01 05:00:00+01:00,0.0,0.0,0.0,145.0,144.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,69.0,0.0,,,158.0,72.0,0.0,144.0,24.0,65.0,
2019-01-01 06:00:00+01:00,0.0,0.0,0.0,145.0,145.0,115.0,115.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,71.0,0.0,,,158.0,72.0,0.0,145.0,24.0,66.0,
2019-01-01 07:00:00+01:00,0.0,0.0,0.0,145.0,146.0,115.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,73.0,0.0,,,149.0,77.0,0.0,145.0,24.0,62.0,
2019-01-01 08:00:00+01:00,0.0,0.0,0.0,145.0,146.0,115.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,62.0,0.0,,,139.0,73.0,0.0,145.0,24.0,56.0,
2019-01-01 09:00:00+01:00,0.0,0.0,0.0,144.0,144.0,115.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,62.0,0.0,,,135.0,71.0,0.0,144.0,24.0,56.0,
2019-01-01 10:00:00+01:00,0.0,0.0,0.0,143.0,143.0,115.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,61.0,0.0,,,135.0,72.0,0.0,144.0,24.0,56.0,
2019-01-01 11:00:00+01:00,0.0,0.0,0.0,143.0,144.0,115.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,61.0,0.0,,,135.0,72.0,0.0,144.0,24.0,56.0,
2019-01-01 12:00:00+01:00,0.0,0.0,0.0,144.0,144.0,115.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,66.0,0.0,,,135.0,72.0,0.0,145.0,24.0,56.0,
2019-01-01 13:00:00+01:00,0.0,0.0,0.0,145.0,145.0,115.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,65.0,0.0,,,135.0,71.0,0.0,145.0,24.0,56.0,
2019-01-01 14:00:00+01:00,0.0,0.0,0.0,146.0,146.0,115.0,115.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,69.0,0.0,,,135.0,71.0,0.0,146.0,33.0,56.0,
2019-01-01 15:00:00+01:00,0.0,0.0,0.0,145.0,145.0,115.0,115.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,70.0,0.0,,,182.0,71.0,0.0,145.0,48.0,56.0,
2019-01-01 16:00:00+01:00,0.0,0.0,0.0,145.0,145.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,69.0,0.0,,,243.0,71.0,0.0,145.0,48.0,57.0,
2019-01-01 17:00:00+01:00,0.0,0.0,0.0,145.0,145.0,116.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,69.0,0.0,,,244.0,71.0,0.0,145.0,48.0,56.0,
2019-01-01 18:00:00+01:00,0.0,0.0,0.0,145.0,145.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,69.0,0.0,,,147.0,71.0,0.0,144.0,48.0,57.0,
2019-01-01 19:00:00+01:00,0.0,0.0,0.0,144.0,145.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,69.0,0.0,,,135.0,72.0,0.0,144.0,48.0,57.0,
2019-01-01 20:00:00+01:00,0.0,0.0,0.0,144.0,144.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,69.0,0.0,,,135.0,72.0,0.0,144.0,48.0,56.0,
2019-01-01 21:00:00+01:00,0.0,0.0,0.0,146.0,146.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,69.0,0.0,,,135.0,72.0,0.0,145.0,34.0,56.0,
2019-01-01 22:00:00+01:00,0.0,0.0,0.0,147.0,147.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,80.0,0.0,,,135.0,72.0,0.0,145.0,23.0,56.0,
2019-01-01 23:00:00+01:00,0.0,0.0,0.0,150.0,150.0,115.0,115.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,,,135.0,72.0,0.0,144.0,23.0,56.0,
2019-01-02 00:00:00+01:00,0.0,0.0,0.0,154.0,154.0,115.0,108.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,58.0,0.0,,,135.0,71.0,0.0,140.0,23.0,56.0,
2019-01-02 01:00:00+01:00,0.0,0.0,0.0,159.0,159.0,111.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,60.0,0.0,,,135.0,72.0,0.0,140.0,23.0,57.0,
2019-01-02 02:00:00+01:00,0.0,0.0,0.0,131.0,131.0,111.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,61.0,0.0,,,158.0,72.0,0.0,140.0,23.0,57.0,
2019-01-02 03:00:00+01:00,0.0,0.0,0.0,131.0,132.0,111.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,59.0,0.0,,,159.0,72.0,0.0,140.0,23.0,62.0,
2019-01-02 04:00:00+01:00,0.0,0.0,0.0,132.0,132.0,111.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,65.0,0.0,,,159.0,72.0,0.0,140.0,31.0,62.0,
2019-01-02 05:00:00+01:00,0.0,0.0,100.0,160.0,161.0,111.0,95.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,11.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,12.0,70.0,0.0,,,164.0,72.0,0.0,158.0,38.0,78.0,
2019-01-02 06:00:00+01:00,0.0,0.0,320.0,167.0,167.0,111.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,192.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,28.0,72.0,0.0,,,213.0,76.0,0.0,260.0,38.0,102.0,
2019-01-02 07:00:00+01:00,0.0,0.0,340.0,170.0,170.0,111.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,200.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,42.0,75.0,47.0,,,249.0,95.0,0.0,400.0,59.0,101.0,
2019-01-02 08:00:00+01:00,0.0,0.0,329.0,176.0,177.0,111.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,218.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,85.0,106.0,102.0,,,249.0,102.0,0.0,413.0,80.0,109.0,
2019-01-02 09:00:00+01:00,0.0,0.0,329.0,173.0,174.0,111.0,99.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,406.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,53.0,29.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,81.0,106.0,98.0,,,249.0,102.0,0.0,413.0,81.0,104.0,
2019-01-02 10:00:00+01:00,0.0,0.0,329.0,170.0,170.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,308.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,29.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,81.0,106.0,95.0,,,249.0,102.0,0.0,420.0,81.0,105.0,
2019-01-02 11:00:00+01:00,0.0,0.0,329.0,168.0,168.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,399.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,29.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,84.0,107.0,96.0,,,250.0,102.0,0.0,433.0,81.0,114.0,
2019-01-02 12:00:00+01:00,0.0,0.0,330.0,171.0,171.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,400.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,29.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,87.0,108.0,97.0,,,250.0,102.0,0.0,432.0,80.0,111.0,
2019-01-02 13:00:00+01:00,0.0,0.0,332.0,173.0,174.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,393.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,29.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,93.0,111.0,103.0,,,251.0,102.0,0.0,432.0,80.0,115.0,
2019-01-02 14:00:00+01:00,0.0,0.0,400.0,174.0,174.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,204.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,30.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,74.0,110.0,107.0,,,252.0,102.0,0.0,432.0,80.0,113.0,
2019-01-02 15:00:00+01:00,0.0,0.0,482.0,175.0,176.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,200.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,30.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,59.0,111.0,102.0,,,252.0,101.0,0.0,433.0,80.0,118.0,
2019-01-02 16:00:00+01:00,0.0,0.0,549.0,178.0,178.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,200.0,0.0,0.0,0.0,0.0,269.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,30.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,79.0,110.0,106.0,,,253.0,102.0,0.0,434.0,80.0,121.0,
2019-01-02 17:00:00+01:00,0.0,0.0,580.0,174.0,175.0,111.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,200.0,0.0,0.0,0.0,0.0,269.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,30.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,89.0,111.0,109.0,,,253.0,102.0,0.0,434.0,80.0,121.0,
2019-01-02 18:00:00+01:00,0.0,0.0,582.0,175.0,176.0,113.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,240.0,0.0,0.0,0.0,0.0,310.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,30.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,90.0,112.0,109.0,,,253.0,102.0,0.0,433.0,81.0,118.0,
2019-01-02 19:00:00+01:00,0.0,0.0,582.0,176.0,176.0,115.0,115.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,330.0,0.0,0.0,0.0,0.0,313.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,30.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,99.0,112.0,107.0,,,254.0,102.0,0.0,434.0,78.0,118.0,
2019-01-02 20:00:00+01:00,0.0,0.0,585.0,179.0,179.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,203.0,0.0,0.0,0.0,0.0,318.0,55.0,31.0,0.0,0.0,0.0,0.0,0.0,168.0,30.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,100.0,113.0,112.0,,,254.0,101.0,0.0,433.0,78.0,115.0,
2019-01-02 21:00:00+01:00,0.0,0.0,536.0,156.0,156.0,120.0,119.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,200.0,0.0,0.0,0.0,0.0,324.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,158.0,30.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,93.0,113.0,114.0,,,254.0,101.0,0.0,434.0,76.0,112.0,
2019-01-02 22:00:00+01:00,0.0,0.0,459.0,161.0,161.0,116.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,200.0,0.0,0.0,0.0,0.0,325.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,159.0,30.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,89.0,106.0,105.0,,,255.0,100.0,0.0,434.0,76.0,109.0,
2019-01-02 23:00:00+01:00,0.0,0.0,348.0,162.0,162.0,116.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,200.0,0.0,0.0,0.0,0.0,197.0,68.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,96.0,94.0,,,255.0,99.0,0.0,432.0,76.0,117.0,
2019-01-03 00:00:00+01:00,0.0,0.0,338.0,152.0,152.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,23.0,0.0,0.0,0.0,0.0,259.0,118.0,235.0,0.0,0.0,0.0,0.0,0.0,159.0,30.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,73.0,98.0,97.0,,,255.0,99.0,0.0,422.0,76.0,115.0,
2019-01-03 01:00:00+01:00,0.0,0.0,336.0,151.0,151.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,133.0,266.0,0.0,0.0,0.0,0.0,0.0,159.0,30.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,72.0,95.0,94.0,,,256.0,98.0,0.0,419.0,63.0,114.0,
2019-01-03 02:00:00+01:00,0.0,0.0,336.0,151.0,151.0,115.0,115.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,108.0,217.0,0.0,0.0,0.0,0.0,0.0,159.0,30.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,71.0,95.0,94.0,,,256.0,98.0,0.0,419.0,31.0,113.0,
2019-01-03 03:00:00+01:00,0.0,0.0,335.0,146.0,146.0,120.0,119.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,121.0,243.0,0.0,0.0,0.0,0.0,0.0,158.0,30.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,71.0,95.0,93.0,,,255.0,98.0,0.0,420.0,35.0,113.0,
2019-01-03 04:00:00+01:00,0.0,0.0,335.0,150.0,150.0,115.0,115.0,16.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,109.0,218.0,0.0,0.0,0.0,0.0,0.0,158.0,30.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,79.0,111.0,110.0,,,255.0,98.0,0.0,420.0,71.0,113.0,
2019-01-03 05:00:00+01:00,0.0,0.0,337.0,149.0,149.0,115.0,115.0,15.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,125.0,249.0,0.0,0.0,0.0,0.0,0.0,158.0,30.0,0.0,0.0,0.0,0.0,132.0,0.0,71.0,0.0,97.0,113.0,111.0,,,255.0,99.0,0.0,420.0,78.0,114.0,
2019-01-03 06:00:00+01:00,0.0,0.0,499.0,151.0,151.0,115.0,115.0,16.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,208.0,0.0,258.0,0.0,32.0,0.0,84.0,317.0,136.0,272.0,0.0,0.0,0.0,0.0,0.0,158.0,30.0,0.0,0.0,0.0,0.0,132.0,0.0,80.0,0.0,105.0,113.0,111.0,,,255.0,100.0,0.0,419.0,84.0,115.0,
2019-01-03 07:00:00+01:00,0.0,0.0,587.0,176.0,175.0,115.0,115.0,15.0,0.0,0.0,846.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,208.0,0.0,407.0,0.0,101.0,0.0,101.0,248.0,133.0,267.0,0.0,0.0,0.0,0.0,0.0,420.0,30.0,0.0,0.0,0.0,0.0,83.0,0.0,94.0,0.0,103.0,112.0,109.0,,,254.0,101.0,0.0,428.0,83.0,115.0,
2019-01-03 08:00:00+01:00,0.0,0.0,584.0,197.0,197.0,123.0,124.0,15.0,0.0,0.0,858.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,207.0,0.0,424.0,0.0,327.0,0.0,146.0,274.0,136.0,273.0,0.0,0.0,0.0,0.0,0.0,448.0,30.0,0.0,0.0,0.0,0.0,79.0,0.0,94.0,0.0,98.0,110.0,108.0,,,254.0,102.0,0.0,428.0,81.0,114.0,
